name,link,tagline,likes,usedBy
Blinko - Improve your eyesight and prevent eye strain in the blink of an eye!,https://www.figma.com/community/plugin/1353834906137788358/blinko-improve-your-eyesight-and-prevent-eye-strain-in-the-blink-of-an-eye,"Get rid of eye strain, blurred vision, headaches with simple and effective eye exercises.",13,288
Tailwind CSS Font Size Generator,https://www.figma.com/community/plugin/1396073275592897278/tailwind-css-font-size-generator,Generate font sizes and font styles using the default Tailwind CSS font scale.,4,286
textract,https://www.figma.com/community/plugin/1316798447960712585/textract,Extract your texts directly,0,286
Interlinked,https://www.figma.com/community/plugin/1242142144980840936/interlinked,Link two nodes together to navigate in Design mode. Within Figma Interlinked. Interlinked.,2,285
V-Scouter,https://www.figma.com/community/plugin/1257703055017674233/v-scouter,DJMAX RESPECT V - Performance Image Generator,5,282
Word Hugger,https://www.figma.com/community/plugin/1285425464785405153/word-hugger,Every word deserves company.,2,281
Text to variables,https://www.figma.com/community/plugin/1347352484524688814/text-to-variables,Bulk assign TextNodes within a Section or Frame to variables.,20,280
Find & Replace Words - Frames & Sections,https://www.figma.com/community/plugin/1396305947237972055/find-replace-words-frames-sections,Find and Replace Texts in Figma Frames and Sections,4,280
Version History,https://www.figma.com/community/plugin/1324379246816170720/version-history,Easily keep a record of your exploration process,5,275
exportColorInGamut,https://www.figma.com/community/plugin/1264931204939045871/exportcoloringamut,Export colors in wider color space with wider gamut (p3). With properly interpolated sRGB fallback.,1,275
Icon Resizer,https://www.figma.com/community/plugin/1372974843264236260/icon-resizer,Quickly create sets of icon components of the required size,8,273
Mimos AI Design Copilot,https://www.figma.com/community/plugin/1367431898491418149/mimos-ai-design-copilot,"AI-powered  UI & UX design in Figma, lightning speed.",2,269
Auto Size Text - AutoFit,https://www.figma.com/community/plugin/1391796291125620645/auto-size-text-autofit,Automatically resize text to fit its container,2,269
Font Variables Maker,https://www.figma.com/community/plugin/1375828208785553885/font-variables-maker,Convert your existing fonts to variables,4,268
i18n with variables,https://www.figma.com/community/plugin/1323199830697424186/i18n-with-variables,Easily establish a local Translation Management or Content Review System with Figma variables,12,267
Flows Alicorp,https://www.figma.com/community/plugin/1305968417439525487/flows-alicorp,Crea tus flujos,3,269
Fest (Component Test Kit),https://www.figma.com/community/plugin/1273877159959946892/fest-component-test-kit,"Test your components with confidence, minus the grunt work.",8,265
Instance Randomizer,https://www.figma.com/community/plugin/1324780138441429339/instance-randomizer,Efficiently introduce variation to your designs,13,263
글자 수 세기,https://www.figma.com/community/plugin/1392574201488109868,피그마를 벗어날 필요 없이 그대로 붙여넣으면 글자 수를 바로 알려 드려요.,25,261
Odd and Even Selector - Zebra Selector,https://www.figma.com/community/plugin/1122808990495515720/odd-and-even-selector-zebra-selector,Odd and Even Selector - Zebra Selector,2,261
Octopus.do to Figma by Vizioz,https://www.figma.com/community/plugin/1356405093954270602/octopus-do-to-figma-by-vizioz,Generate Figma Wireframes from Octopus.do lo-fi wireframes.,5,259
Dual Font Master,https://www.figma.com/community/plugin/1321060288987492350/dual-font-master,This plugin styles English and Japanese text for unified multilingual design.,6,260
SmartRename,https://www.figma.com/community/plugin/1314947146814263840/smartrename,Rename your layers professionally in one click with AI,5,259
Foldwrap Banner Generator,https://www.figma.com/community/plugin/1386253956477384244/foldwrap-banner-generator,Animate Storyboards and Banners in 1 click,15,257
Persian Dummy Data,https://www.figma.com/community/plugin/1133038552381955418/persian-dummy-data,Provide Dummy Data in Persian,1,257
Radiate,https://www.figma.com/community/plugin/1388886710515789381/radiate,Make radial arcs and ticks easily,5,254
Charts builder,https://www.figma.com/community/plugin/1313791281802351990/charts-builder,Create beautiful looking charts with just a few clicks,0,253
Multi-Page Background Color,https://www.figma.com/community/plugin/1374405073768331619/multi-page-background-color,Set consistent backgrounds color for ALL your Figma pages. No need to change color for each page.,5,253
Gridliner New Frame,https://www.figma.com/community/plugin/1389535423032844572/gridliner-new-frame,Create a new frame with the styliner grid,1,250
Language Variables,https://www.figma.com/community/plugin/1342144412728651309/language-variables,Instant Translation Import for Figma Designs.,6,250
Spark,https://www.figma.com/community/plugin/1296541251148583834/spark,Unlock better ideas with AI throughout your design process.,12,250
Font Replace,https://www.figma.com/community/plugin/1388293709869469384/font-replace,Effortlessly Manage and Customize Fonts with Font Replace for Figma and FigJam..,6,249
Gemini Wireframe,https://www.figma.com/community/plugin/1424022729400600092/gemini-wireframe,Create Wireframes using Gemini's API,2,250
Color Contrast,https://www.figma.com/community/plugin/1380599887933734771/color-contrast,"Measure color contrast using APCA, BPCA, WCAG 2 algorithms",8,248
Design Review,https://www.figma.com/community/plugin/1367499481353885364/design-review,Review design using Gemini,3,246
Swap Instance,https://www.figma.com/community/plugin/1354108166084153667/swap-instance,Swap instances in the canvas while preserving overrides,18,248
Skew corner pin,https://www.figma.com/community/plugin/1424344942766621714/skew-corner-pin,Warp your layer with corner pin to achieve skew or perspective effect,4,246
cmd-fill,https://www.figma.com/community/plugin/1346349479062251007/cmd-fill,"cmd-fill gives you a collection of menu-driven, fill-related controls to supercharge your workflow!",9,244
Article Generator - Markdown to design,https://www.figma.com/community/plugin/1340000271496862097/article-generator-markdown-to-design,generate design with Markdown.,1,245
U PLEAT - AI Assistant,https://www.figma.com/community/plugin/1356200586527730836/u-pleat-ai-assistant,"AI, GPT, ChatGPT, Copilot, UX Writing, UX Writer, UPLEAT, UStudio, Translator, Image generate",24,244
"Variables Ultra｜Management, Rebind, Import & Export, Templates",https://www.figma.com/community/plugin/1333818590494864105/variables-ultramanagement-rebind-import-export-templates,"Variable Rebinding, JSON export, optional variable import, and M3-compliant template generation.",13,245
Figmalssamy,https://www.figma.com/community/plugin/1351591895654343346/figmalssamy,한국어(한글) 맞춤법 검사기,10,241
Word Art Generator,https://www.figma.com/community/plugin/1417498364856157683/word-art-generator,Word Art Generator using AI to create creative text effects with customizable textures and shapes.,13,239
POD Quick Frame,https://www.figma.com/community/plugin/1392850974178236133/pod-quick-frame,Multiple frames can be made in print on demand sizes. Custom sized frames can also be made.,3,240
Delete All Hidden Layers,https://www.figma.com/community/plugin/1384539933301409878/delete-all-hidden-layers,One-click removal of all hidden layers 🧹,2,241
缩放大师：Figma 动态缩放字号工具,https://www.figma.com/community/plugin/1371013694324891633/figma,Effortlessly scale designs to fit any screen size.,13,238
Dynamo,https://www.figma.com/community/plugin/1321848346002122680/dynamo,Live Dynamic Type Preview – Effortlessly increase design quality & accessibility,17,238
Cool index,https://www.figma.com/community/plugin/1421080006598142964/cool-index,Organize your design files with simplicity and speed.,13,235
Variables to CSS/SCSS,https://www.figma.com/community/plugin/1391638904233715437/variables-to-css-scss,This plugin was created to deliver the Variables specified by the designer to SCSS format.,18,234
Layer Renamer,https://www.figma.com/community/plugin/1372854705788222953/layer-renamer,Rename selected layers using input names to boost workflow efficiency,5,234
Tangent Line Tool,https://www.figma.com/community/plugin/1359101746740663370/tangent-line-tool,Create two tangent lines for two ellipses.,14,235
Same Filled Selection,https://www.figma.com/community/plugin/1317380369017352540/same-filled-selection,Select objects with the same fill color quickly,5,232
Notepad by Saransh,https://www.figma.com/community/plugin/1388290808023929543/notepad-by-saransh,Feather-Light on Memory,1,230
FigJam Dark Mode,https://www.figma.com/community/plugin/1422254968842682323/figjam-dark-mode,Add a dark background to your FigJam boards!,1,230
FontStyleRenamer,https://www.figma.com/community/plugin/1324242933839616424/fontstylerenamer,a font style renamer for organize your design system.,2,226
Tokenify -  Replace Colors with Tokens,https://www.figma.com/community/plugin/1396983967915872088/tokenify-replace-colors-with-tokens,"Replace color styles, tokens and any color values for fill(s) and border(s) with tokens",7,225
Sizes to viewport,https://www.figma.com/community/plugin/1335294728578484668/sizes-to-viewport,Get a viewport size reference from your objects,1,222
scan text,https://www.figma.com/community/plugin/1265601326255259505/scan-text,Scan the selected text of the design draft and export it locally,2,222
DeckBot,https://www.figma.com/community/plugin/1208828785084170396/deckbot,Create click interactions between frames with one click,8,222
AI Text Generator,https://www.figma.com/community/plugin/1416429719174808461/ai-text-generator,AI generate realistic text in a click.,18,224
PixelBin.io,https://www.figma.com/community/plugin/1347497976122958458/pixelbin-io,"Real-time image transformations, optimisations and asset management.",36,221
Easy Align,https://www.figma.com/community/plugin/1326782950095323168/easy-align,"Design Simplicity, Align with Ease",11,221
